Textos_espanol,prediccion
"El gobierno decidió recientemente establecer una formación especializada para enfermeras en cuidados crónicos fuera de los hospitales, con estas enfermeras muy probablemente empleadas en prácticas de médicos generales y servicios de salud municipales. Las regiones también invirtieron en centros de especialidades múltiples llamados 'Casas de salud', que incluyen médicos de cabecera (que también actúan como coordinadores de la atención), especialistas y fisioterapeutas, aunque han surgido dificultades para contratar médicos de cabecera (consulte la Sección 5.2). El sistema de atención primaria parece estar resistiendo bien a pesar de las reducciones en la actividad de atención aguda descritas anteriormente, aunque las hospitalizaciones evitables por ciertas afecciones son más altas que el promedio de la UE (consulte la Sección S.3).",Salud y bienestar
"Estos números se basan en una medida estándar de pobreza relativa, definida como aquellos por debajo del 50% del ingreso medio disponible. La tasa de pobreza relativa se define como la proporción de personas que viven en hogares con menos del 50 % de la renta mediana disponible (ajustada por el tamaño de la familia y después de impuestos y transferencias) de la población total. El Gini, probablemente la medida de desigualdad de ingresos más utilizada, es particularmente sensible a los cambios en la mitad de la distribución de ingresos, mientras que las otras medidas se enfocan más en las colas de la distribución.",Fin de la pobreza
"También se espera que las escuelas promuevan una buena salud mental para los estudiantes y permanezcan alertas a los problemas de salud mental. La recomendación 12 de NICE Public Health (NICE, 2008), por ejemplo, ofrece pautas sobre el bienestar social y emocional en la educación primaria, afirmando que â Las escuelas y las autoridades locales deben asegurarse de que los maestros y demás personal estén capacitados para identificar cuándo los niños en la escuela muestran signos de ansiedad o problemas sociales y emocionales. Deben ser capaces de discutir los problemas con los padres y cuidadores y desarrollar un plan para tratarlos, involucrando a especialistas cuando sea necesario"". La iniciativa Targeted Mental Health in Schools (TaMHS), que se llevó a cabo entre 2008 y 2011, fue respaldada con GBP 60 millones de fondos del Departamento de Niños, Escuelas y Familias. El programa tenía como objetivo abordar la prestación de apoyo emocional y de salud mental en las escuelas para niños de 5 a 13 años, y se descubrió que había tenido resultados mixtos al final del programa de tres años.",Salud y bienestar
"En 2011, el número promedio de pacientes con ESRF en todos los países fue de 101 por 100 000 habitantes, con una amplia variación entre países. Países como Singapur e Islandia informaron menos de 70 pacientes con ESRF por cada 100 000 habitantes, mientras que Portugal y los Estados Unidos informaron más de 150. El número de pacientes con ESRF aumentó en todos los países durante el período 2000 a 2011. En promedio, la cantidad de pacientes aumentó un 36 % durante el período de 11 años, pero en países como Corea, la tasa casi se duplicó durante este período.",Salud y bienestar
"Hasta hace poco, solo un comprador importante se había integrado verticalmente con los proveedores. Esta situación ha surgido principalmente debido a un consenso político en torno a la inconveniencia de una creciente integración vertical en el contexto holandés. Propuestas que podrían expandir los niveles actuales de integración vertical - por ejemplo, la creación de una cooperativa propuesta en 2008 que involucra a una aseguradora de salud regional, una cooperativa de médicos regional y otros profesionales de la salud, para hacerse cargo de un hospital local en dificultades financieras- han recibido una fuerte oposición en el Parlamento, debido a preocupaciones sobre la autonomía profesional y la libre elección de proveedor por parte de los usuarios. Las aseguradoras son libres de competir por los inscritos mediante ajustes a sus primas calificadas por la comunidad y esto ha resultado en una fuerte competencia de precios entre las aseguradoras. La mayor competencia por los afiliados a través de los precios de las pólizas se tradujo rápidamente en una presión financiera sobre las aseguradoras, cuya reacción general ha sido doble (Schut y Van de Ven, 2011). En primer lugar, ha habido una mayor experimentación y adopción de medidas para reducir los costos operativos y de gestión.",Salud y bienestar
"Además, los Objetivos Nacionales de Calidad iniciados en 2016 establecieron un marco para mejorar la calidad y la eficiencia de la atención en todos los entornos. El sistema de salud danés es eficaz en la prevención de la mortalidad por causas tratables, como la cardiopatía isquémica y el accidente cerebrovascular. La tasa de letalidad de los pacientes con infarto de miocardio se encuentra entre las más bajas de la UE.",Salud y bienestar
"El sistema sanitario está obligado a prestar la misma atención a todos los ciudadanos, independientemente de su lugar de residencia. Para ello se necesita un gran número de centros sanitarios pequeños y rentables, capaces de prestar cuidados intensivos, ya que los gastos de transporte de pacientes y personal son muy elevados.182 Debido a su pequeño tamaño y aislamiento, las ciudades y pueblos de Groenlandia suelen tener que ser autosuficientes y son muy vulnerables a los factores externos.18 En Groenlandia no existen proveedores privados de servicios sanitarios, pero en Nuuk se ofrecen servicios privados de odontología, fisioterapia, psicoterapia y tratamiento del alcoholismo y la drogadicción. En el pasado, las complicaciones perinatales, las enfermedades infecciosas agudas y crónicas y las lesiones dominaban como principales causas de morbilidad.184 Recientemente, las enfermedades crónicas y relacionadas con el estilo de vida y las discapacidades dominan los problemas de morbilidad, a pesar de que las enfermedades ""antiguas"" no han disminuido a los mismos niveles bajos que en los países occidentales.",Salud y bienestar
"La Comisión ha subrayado recientemente la importancia de la educación y los conocimientos sanitarios para mejorar los resultados sanitarios a lo largo de la vida, con especial atención a los adolescentes y los jóvenes. Las resoluciones sobre determinados grupos de población, como los emigrantes, los adolescentes y jóvenes, las personas mayores o los residentes urbanos y rurales, han reconocido las necesidades sanitarias de esos grupos y las implicaciones conexas para los sistemas de salud. Las resoluciones también han llamado la atención sobre los efectos negativos de la emigración de trabajadores altamente cualificados en el desarrollo de los países de origen, a menudo en los sectores relacionados con la salud, y han pedido una contratación ética de los trabajadores sanitarios.",Salud y bienestar
"La atención primaria no basta por sí sola para lograr el impacto necesario para mejorar la salud urbana. Además de la atención primaria, las políticas y la legislación pertinente deben prestar la debida atención a cuestiones más amplias de salud pública. La asignación presupuestaria para los servicios de salud pública debería aumentarse del 4% actual al 8%, como se ha hecho en los países vecinos.",Salud y bienestar
"El capítulo revisa las políticas sociales existentes y los intentos recientes de encontrar mejores formas de asignar los recursos públicos a los más necesitados, en particular las familias con niños. Concluye con un resumen de los principales desafíos y sugiere vías de reforma para desarrollar un sistema de protección social que apoyaría a la población en edad de trabajar de manera más efectiva. La fuerte desaceleración económica subsiguiente en 2009 no generó un aumento significativo en las tasas generales de pobreza ya que los ajustes del mercado laboral implicaron una reducción de las horas de trabajo en lugar de despidos (Capítulo 1) y porque los pagos de pensiones aumentaron casi un 50 % desde 2007 (Capítulo 4) .'",Fin de la pobreza
"Si bien el control del VIH/SIDA y de las enfermedades infecciosas absorbió alrededor del 20% de los compromisos de AOD en la década de 1990 (12% y 8%, respectivamente), estos programas representaron el 51% de todos los compromisos en 2005-2006 (35% y 16%, respectivamente). En primer lugar, la lucha contra determinadas enfermedades (especialmente las enfermedades contagiosas) es un bien público global y, por tanto, requiere respuestas globales y eficaces. En segundo lugar, centrarse en una enfermedad específica puede movilizar la opinión pública y los recursos de una forma más eficaz.",Salud y bienestar
"Para estimar la carga financiera de los EDA en Alemania, Stark et al (2011) basaron el estudio de costes en un modelo procedente del sistema sanitario estadounidense. Sus estimaciones cuantificaron en 816 millones de euros los costes de la asistencia sanitaria relacionados con los EDA surgidos en entornos de asistencia ambulatoria, es decir, el 0,22% del gasto sanitario alemán en 2011. Casi el 60% se debió a hospitalizaciones, el 11% a visitas a urgencias y el 21% restante a gastos realizados en cuidados de larga duración. Sin embargo, estos costes son solo aproximaciones.",Salud y bienestar
"Además de caracterizar el estado de la población, por ejemplo, al realizar las evaluaciones económicas de las intervenciones de control del cáncer, POHEM suele utilizar una muestra de simulación de un millón de individuos y reúne información sobre los factores de riesgo, la incidencia de la enfermedad por edad, sexo y tipo de célula, la distribución por estadios en el momento del diagnóstico y los enfoques diagnósticos y terapéuticos ""estándar"" o típicos utilizados. Además, se requieren datos sobre la progresión de la enfermedad tras el diagnóstico inicial (en función de la edad, el sexo y el estadio en el momento del diagnóstico), además de las pautas de seguimiento de la práctica, el tratamiento en la recaída y los cuidados terminales. Por lo tanto, se utilizan 23 conjuntos de datos diferentes que incluyen diversos registros de cáncer y registros hospitalarios, datos de asociaciones farmacéuticas, encuestas de salud de la población, estudios de cribado y ensayos clínicos, etc. (",Salud y bienestar
"Al mismo tiempo, el hecho de que los jóvenes que no estudian ni trabajan contribuyen cada vez más a la pobreza general en los países con las tasas de pobreza más bajas plantea la cuestión de si este indicador mide la pobreza real o simplemente la vulnerabilidad a la pobreza. Por lo tanto, la configuración de las arquitecturas y responsabilidades políticas e institucionales debe diferir en consecuencia. Si bien esta edición del Panorama Social considera solo algunos de los aspectos básicos de este tipo de medición de la pobreza, estos son suficientes para ilustrar las potencialidades y desafíos que presentan las mediciones multidimensionales.",Fin de la pobreza
"Sus médicos también son contratados en el extranjero (porque no hay facultad de medicina en Luxemburgo) y están envejeciendo. Aunque los residentes luxemburgueses tienden a regresar tras su educación y formación profesional en el extranjero, esto crea una fuerte dependencia de los países vecinos y una competencia por los escasos profesionales sanitarios. Las medidas de contención de costes se centraron en limitar el gasto hospitalario mediante la introducción de presupuestos hospitalarios globales, la sustitución de productos farmacéuticos por alternativas menos costosas y la congelación temporal de las tarifas de los proveedores de servicios.",Educación de calidad
"Esto representa un aumento significativo de las estimaciones de una década antes. Los problemas de sobrepeso y obesidad entre niños y adolescentes aumentan considerablemente el riesgo de tener sobrepeso y obesidad en la edad adulta. Casi todos los aspectos del sistema público (planificación, organización, administración y regulación) están muy centralizados, mientras que el sector privado está fragmentado. Bajo el nuevo sistema nacional de salud propuesto (Cuadro 1), habrá un comprador (la Organización de Seguros de Salud), un proveedor público autónomo y varios proveedores privados que tendrán la opción de contratar con la Organización de Seguros de Salud. Las relaciones comprador-proveedor entre los sectores público y privado ya existen en el sistema actual de forma limitada cuando el sector público compra servicios, principalmente sobre la base de pago por servicio, de proveedores privados.",Salud y bienestar
"Los pacientes asegurados públicamente con ciertas condiciones médicas y discapacidades están exentos o pagan copagos reducidos en atención primaria ambulatoria, contactos de especialistas ambulatorios, pruebas de laboratorio clínico, productos farmacéuticos y anteojos y/o lentes de contacto. Las personas que se benefician de una pensión de invalidez están totalmente cubiertas para el tratamiento de enfermedades y durante el embarazo, excepto algunos medicamentos designados y homeopáticos, que no están cubiertos o tienen una tarifa menor. Las personas mayores están exentas de copagos por productos farmacéuticos. Para estas personas, el copago por mes está basado en los ingresos del hogar y está limitado al 10% de los costos de un servicio médico.",Salud y bienestar
"El gráfico 1.4 muestra cuánto influyó cada fuente de ingreso en la variación del ingreso per cápita de los hogares por debajo de la línea de pobreza en países donde las tasas de pobreza han disminuido significativamente en los últimos años. En los países donde disminuyó la pobreza, el ingreso laboral representó la mitad o más del cambio en el ingreso per cápita total. Así, en este episodio más reciente de reducción de la pobreza, el mercado laboral ha sido uno de los principales impulsores del repunte.",Fin de la pobreza
"Disponer de información detallada sobre la dinámica de la percepción de prestaciones de SA es crucial para el diseño de redes de seguridad social eficaces. El número de beneficiarios proporciona información sobre la cobertura de las prestaciones de último recurso y su papel en la reducción de la pobreza o como estabilizadores automáticos en tiempos de crisis económica. Las tasas de transición de las prestaciones indican si las variaciones en las tasas de percepción a lo largo del tiempo se deben principalmente a cambios en las entradas o en las salidas y, por tanto, posiblemente si las políticas para reducir la percepción de prestaciones funcionan mejor cuando se centran en reducir las entradas o en promover las salidas. Otros parámetros políticos centrales, como los niveles de las prestaciones y el diseño de las medidas de activación, deberían depender de quién recibe las prestaciones y durante cuánto tiempo. Esta sección, al igual que el resto del documento, se centra en la dinámica de la percepción de prestaciones de la SA desde una perspectiva longitudinal.",Fin de la pobreza
"En primer lugar, necesitan saber realmente que las instituciones financieras ofrecen dichas pólizas a tasas razonables, particularmente para clientes de bajos ingresos, ya que el valor de la anualidad disminuye a medida que aumentan las tasas de interés y aumenta con la disminución de la esperanza de vida.31 Los propietarios de viviendas también deben sentirse capaces para hacer frente a la burocracia que plantearía la conversión de su valor acumulado de la vivienda. El eje y muestra las reducciones porcentuales en el riesgo de pobreza para los mayores de 65 años y medido con referencia al 60% del ingreso equivalente del hogar extraído de la encuesta SHARE. Los activos financieros abarcan cuentas de depósito, bonos, acciones, fondos mutuos de inversión, seguros de vida y activos financieros y de inversión que incluyen pensiones.32 Basándose en dos fuentes principales, esta sección analiza dicha riqueza financiera y el papel que desempeña en los ingresos de jubilación adecuados.",Fin de la pobreza
"Los modelos más comunes y su composición básica de pago se enumeran a continuación. Por ejemplo, las Organizaciones de Salud Familiar (capitación combinada, FFS y P4P) y los Grupos de Salud Familiar (FFS combinados y P4P) representan alrededor del 55% de los médicos de atención primaria (Tabla 2.4). Además, algunos incentivos se pagan periódicamente (por ejemplo, una vez al año), mientras que otros se pagan cada vez que se brinda un servicio específico. La elegibilidad para algunos incentivos se basa en el paciente (es decir, el médico recibe un pago por haber brindado un servicio específico a un paciente individual), mientras que para otros incentivos, la elegibilidad se basa en el desempeño de todos los pacientes registrados en toda la práctica (es decir, el médico recibe un pago por haber alcanzado un nivel objetivo predefinido basado en una cantidad de servicios, una cantidad de pacientes o un porcentaje de pacientes elegibles que recibieron el servicio).",Salud y bienestar
"En Australia, por ejemplo, el programa de Centros de Prevención e Intervención Precoz de la Psicosis (EPPIC) se amplió a los jóvenes para mejorar su acceso a la atención de salud mental. La motivación para hacerlo surgió de los resultados de una encuesta según la cual el 25% de las personas que declaran padecer trastornos mentales en Australia tienen su primer episodio de enfermedad mental antes de los 12 años, y el 64% antes de los 21, y que existía un gran vacío de tratamiento para este grupo. Por poner un ejemplo de Finlandia, cuando la información de las encuestas puso de manifiesto la existencia de grupos con una tasa de suicidio especialmente elevada, la prevención del suicidio se adaptó adecuadamente a estos grupos y contribuyó con éxito a reducir la tasa de suicidio. Las inversiones en encuestas dirigidas a la población son más fructíferas si dichas encuestas se utilizan para promover el acceso a un tratamiento adecuado, lo que requiere inversión y reflexión en torno a unas buenas vías de derivación y tratamiento.",Salud y bienestar
"Los ODM (lanzados en 2000) también reunieron los estándares existentes en diferentes indicadores para proponer un conjunto armonizado de indicadores de los cuales la pobreza monetaria era solo un elemento. En la Agenda 2030 para el Desarrollo Sostenible, el consenso mundial ha cambiado para ver la pobreza como multidimensional. Los precursores de este cambio conceptual incluyen (1) escritos académicos como los de Amartya Sen (1990, 1991), (2) aportes de personas pobres y organizaciones no gubernamentales, consultas que conducen a los Objetivos de Desarrollo Sostenible, (3) una cada vez más visible literatura académica sobre la medición de la pobreza multidimensional, y (4) el liderazgo pionero de países como Colombia, México, China, Sudáfrica, Bután, Pakistán y otros en el uso de estadísticas de pobreza multidimensional para complementar las medidas monetarias y orientar las políticas. Informado por este consenso emergente, el documento fundamental de los ODS Transformar nuestro mundo: la Agenda 2030 para el Desarrollo Sostenible identifica, en su segunda oración, el desafío global de reducir la pobreza en ""todas sus formas y dimensiones"", como el principal desafío de nuestro tiempo.",Fin de la pobreza
"El vínculo entre la atención primaria de la salud y los resultados de salud para los aborígenes y los isleños del Estrecho de Torres en Australia"". Un informe para la Oficina de Salud de los Aborígenes y los Isleños del Estrecho de Torres, Departamento de Salud y Envejecimiento. Pueblos indígenas, pobreza y desarrollo humano en América Latina 1994-2004 Nueva York, NY: Palgrave McMillan.",Salud y bienestar
"En este sentido, lograr una distribución igualitaria del capital humano es similar a lograr una distribución igualitaria de los activos físicos mediante una distribución favorable a los pobres de los ingresos incrementales. Ambos son procesos que requieren tiempo. Sin embargo, permitir que más personas adquieran más capital humano (facilitándoles el acceso a la educación y la formación) puede ser menos conflictivo que destinar más ingresos incrementales a los pobres para que aumenten sus activos físicos. En este sentido, la adquisición de capital humano puede constituir una vía más fácil para lograr una distribución más igualitaria de los bienes.",Fin de la pobreza
"Sin embargo, el valor de la transferencia como proporción del consumo total de los hogares sigue siendo muy bajo. En los hogares beneficiarios pertenecientes al quintil más pobre, el MB representa sólo el 7% del consumo total, lo que representa lo inadecuado del valor de la prestación26. No es de extrañar, por tanto, que el impacto del MB en la reducción de la pobreza sea limitado. La baja cobertura y los bajos valores de las transferencias limitan la eficacia de la prestación. La cobertura es extremadamente baja y más del 80% de los más pobres están excluidos del MB específico. ",Fin de la pobreza
"El porcentaje de población con algún nivel de carencia en el trabajo y la seguridad social fue del 84% en 2010, lo que demuestra que esta dimensión requiere una atención especial del gobierno y un aumento en la cobertura del sistema de seguridad social. La población indígena presenta la mayor brecha de carencias (ver cuadro 3). Por último, la brecha de privación laboral de los indígenas se redujo del 32,7% en 2006 al 15,6% en 2010. Esta reducción no puede interpretarse de la misma manera como una tasa de recuento (es decir, una reducción en el número de personas pobres), pero lo importante es que muestra que el nivel (severidad) de la pobreza multidimensional en el país ha disminuido.",Fin de la pobreza
"Costa Rica y Paraguay, los ""otros ingresos"" explicaron gran parte del aumento de los ingresos de los hogares pobres, principalmente a través de la renta imputada. En el caso de Ecuador, los ingresos por pensiones y transferencias evitaron que la pobreza aumentara entre 2015 y 2017 (véase el gráfico II.7). Los ingresos por transferencias en los hogares pobres aumentaron en casi todos los países.",Fin de la pobreza
"Los tipos de hogares analizados son los monoparentales femeninos y masculinos por un lado, y los monoparentales femeninos y masculinos por otro. En 16 de los 20 países con datos disponibles en la región, las tasas de pobreza de los hogares de madres solas con hijos son más altas que las de los hogares de padres solos con hijos en más de 5 puntos porcentuales. En los cuatro países restantes - El Salvador, Honduras, Nicaragua y Panamá - las tasas de pobreza para los dos tipos de hogares son similares.",Fin de la pobreza
"Al igual que para el grupo anterior de países, las estimaciones oficiales de pobreza coinciden en la dirección de la variación, aunque en general reportan mayores reducciones de la pobreza en Ecuador, Panamá, el Estado Plurinacional de Bolivia y Uruguay. Las cifras de la CEPAL buscan reflejar la situación de la región de la manera más comparable posible, mientras que las cifras nacionales buscan captar de la mejor manera las realidades de cada país. Esto lleva a diferencias metodológicas normales en las múltiples decisiones que se toman en el proceso de construcción de las líneas de pobreza (la forma en que se seleccionan los bienes de la canasta básica alimentaria y no alimentaria, los precios utilizados para asignar valor a estos bienes o los deflactores utilizados para actualizar las líneas de pobreza, entre muchos otros factores), así como en la definición de los ingresos de los hogares, el tratamiento de las no respuestas o la inclusión del alquiler imputado por el uso de viviendas ocupadas por sus propietarios. ",Fin de la pobreza
"Chile también vio disminuir la pobreza, en este caso entre 2015 y 2017. Las estimaciones oficiales disponibles para estos países corroboran las tendencias descritas, aunque las estimaciones son mayores en Argentina y El Salvador, menores en Costa Rica y similares en los demás países (ver tabla II.2, figura II.3 y cuadro del anexo II.A1.2). Este es el caso de Ecuador, Panamá, Perú, el Estado Plurinacional de Bolivia y Uruguay. Entre los países con datos disponibles hasta 2017, solo Brasil mostró un leve aumento de la pobreza.",Fin de la pobreza
"En primer lugar, los resultados generalmente atractivos en términos de efectos de alivio de la pobreza y la desigualdad de las reformas de la política comercial, ya sean unilaterales o multilaterales, brindan otra razón más de por qué a los países les interesa buscar una mayor liberalización de los mercados nacionales y mundiales. Según el estudio de Indonesia, por ejemplo, se espera que la liberalización comercial unilateral reduzca la pobreza muy levemente, pero se espera que la liberalización por parte del resto del mundo reduzca la pobreza de manera muy sustancial. En Filipinas, la reforma interna por sí sola a partir de los niveles actuales de protección podría aumentar marginalmente las tasas de pobreza, mientras que la liberalización del resto del mundo lo compensaría casi por completo (y lo compensaría con creces en el caso de solo la reforma agrícola).",Fin de la pobreza
"Las transferencias monetarias condicionadas de Bolsa Famflia han demostrado ser fundamentales para lograr la reducción de la pobreza observada en los últimos años. El cambio de paradigma que implicó requirió una medida inusual de coraje y voluntad política. Aunque la Constitución de Brasil ya había incluido la erradicación de la pobreza entre sus fundamentos básicos, la tendencia a culpar a los pobres por ser pobres todavía estaba muy arraigada en la sociedad, generando una fuerte oposición al programa en sus primeros años. Para dar ayuda donde se necesitaba, el gobierno federal tuvo que mejorar la estructura de sus redes de asistencia social y las de los municipios.",Fin de la pobreza
"A esto se suma el riesgo de pobreza entre los menores de 15 años y la falta de mecanismos permanentes e integrales para los mayores de 65 años. En 2008, la incidencia de la pobreza en el segmento de 0 a 14 años en países como Argentina, Brasil, Panamá y Uruguay duplicaba la de los adultos (CEPAL, 2010b, p. 195). Esto crea un escenario complejo en términos de transmisión intergeneracional de la pobreza y plantea dudas sobre los pactos que sustentan el actual apoyo del Estado y la sociedad civil a las familias para el cuidado, desarrollo de capacidades y protección de los niños (CEPAL, 2010b).",Fin de la pobreza
"Hijos de la austeridad: impacto de la gran recesión en la pobreza infantil en los países ricos, Oxford University Press, http://dx.doi.org/10.1093/oso/9780198797968.003.0013. La tasa de pobreza infantil por ingresos suele definirse como la proporción de niños (de 0 a 17 años) que viven en hogares con ingresos equivalentes inferiores a un cierto umbral por debajo del cual se considera que todos los miembros de la familia son pobres. La atención se centra en la situación de los ingresos de los niños en relación con el individuo medio del país, definido como la persona con ingresos medios, no el niño medio (Corak, 2005|86i).",Fin de la pobreza
"Realizar una evaluación rigurosa de las políticas sociales queda fuera del alcance del presente documento y de la disponibilidad actual de datos. Sin embargo, podemos utilizar los datos recogidos sobre las prestaciones familiares para los pobres para tener una idea más clara de la situación actual. En función de la puntuación, la familia se inscribe para recibir estas prestaciones. Alrededor del 10% de los niños son a la vez pobres y desfavorecidos (en 2 o más carencias), y viven en familias que reciben prestaciones familiares de pobreza.",Educación de calidad
"Por lo tanto, se necesitan múltiples indicadores además de las medidas monetarias de ingresos y gastos para captar la escala y las dimensiones de la pobreza. Si bien la pobreza monetaria puede afectar solo a una minoría, solo unos pocos pueden escapar de la pobreza en cualquier forma. Desplazar la línea hacia arriba o hacia abajo podría marcar una diferencia dramática con respecto a la incidencia estimada de la pobreza monetaria.",Fin de la pobreza
"Los niños que sufren carencias mientras no viven en hogares pobres tienden a ser un poco mayores, tienen un cabeza de familia con menos educación y es más probable que trabaje en una granja. Más de la mitad de estos niños vive en zonas rurales. Los niños que son pobres y desfavorecidos tienen más probabilidades de vivir con un cabeza de familia que probablemente sea: mujer, un poco mayor y menos probable que tenga una educación superior.",Fin de la pobreza
"Distribución de ingresos y pobreza en los países de la OCDE, París, 2008. En particular, el índice de Theil se puede descomponer en la suma de dos factores: la desigualdad intragrupo, o el grado de dispersión de los ingresos dentro de cada grupo, y la desigualdad de grupo que es la dispersión del ingreso promedio entre grupos. La desigualdad intragrupo también corresponde a la suma de los índices de Theil de cada grupo ponderados por su participación en el ingreso total de ese grupo.",Fin de la pobreza
"En Croacia, Grecia y Rumanía, 1 de cada 3 niños se encuentra en el percentil 10 inferior. En Suiza, al menos el 15 % de los niños de las familias más pobres viven en hogares que no pueden permitirse actividades de ocio regulares para sus hijos. La proporción de niños en el extremo inferior de la distribución de ingresos que viven en hogares que no pueden pagar artículos que se consideran necesarios o deseables para un nivel de vida ""aceptable"" aumentó entre 2009 y 2013 en la mayoría de los casos analizados aquí.",Fin de la pobreza
"El informe también es una adición oportuna a los llamados realizados por la Comisión sobre la Pobreza Global, la Organización para la Cooperación y el Desarrollo Económicos y otros para incorporar las dimensiones de la calidad de vida en la forma en que entendemos y determinamos la privación humana. Pero todos los mejores datos del mundo no nos servirán de mucho si se quedan en un estante acumulando polvo. Deben utilizarse para influir en la toma de decisiones y la rendición de cuentas y, en última instancia, para transformar la vida de las personas más vulnerables del mundo. Los últimos 15 años nos han demostrado que es posible avanzar en la pobreza. Pero también sabemos que no es inevitable, ni ha sido universal. Mi esperanza es que este informe catalice a la comunidad mundial para garantizar que, esta vez, nadie se quede atrás.",Salud y bienestar
"Además, de los 1200 millones que salieron de la pobreza extrema, 1100 millones eran de Asia y el Pacífico. Los países de población que viven en la pobreza extrema como Pakistán (del 64,7% al 12,7%), Camboya (del 44,5% al ​​10,1%), Azerbaiyán (del 25% a solo el 0,3%) y Tailandia (del 11,6 por ciento a solo 0,3 por ciento), han informado disminuciones significativas en el porcentaje de su población que vive en la pobreza extrema. Aunque existen líneas de pobreza internacionales, no existen estándares internacionales acordados sobre cómo medir la pobreza a nivel nacional. Dado que la medición de la pobreza se trata esencialmente de la distribución de la riqueza, cuanto más desagregados estén los datos disponibles sobre individuos y pequeños grupos dentro de una población, mayor será el valor de la información que se pueda derivar de los análisis de la pobreza. Tales mediciones y medidas normativas son importantes en Asia y el Pacífico, especialmente en vista de las tasas generales de pobreza en constante descenso que se están produciendo a pesar de la existencia de focos persistentes de pobreza. De hecho, con ese fin, los estados indios que ya tienen capacidad estadística realizan censos a nivel estatal sobre las personas que viven por debajo del umbral de la pobreza.",Fin de la pobreza
"Aunque el porcentaje de población en situación de pobreza extrema en cada región ha disminuido desde 1990, con importantes variaciones entre países, el descenso ha sido más rápido en Asia Meridional. El ífrica subsahariana parece que será la única región que no alcanzará la meta del primer Objetivo de Desarrollo del Milenio de reducir a la mitad la pobreza extrema a un nivel de S1,25 al día para 2015.10 De los pobres extremos restantes, 161 millones viven en Asia oriental y el Pacífico, con el mayor número en Indonesia. Otras regiones suman menos de 50 millones (apenas el 3,5%) de los pobres extremos del mundo.""",Fin de la pobreza
"El CSG estaba inicialmente destinado a niños pobres de hasta siete años, pero se ha ampliado progresivamente a niños pobres de hasta 15 años. Como consecuencia de la crisis financiera, el gobierno de Sudáfrica ha ampliado aún más el límite de edad hasta los 17 años. Los niños deben ser ciudadanos sudafricanos y tener ingresos familiares per cápita por debajo de un umbral.",Fin de la pobreza
